count_match_self,count_match_ancestor,count_match_descendant,age_missing_numeric,age_diff_numeric,age_missing_text,age_match_text,gender_missing,gender_diff,match_gene,has_variation,match_variation,match_total_variation,has_other_info,match_other_info,match_human,match_animal,match_not,topicid,docid,year
8,0,0,0,1.0,1,0,1,0,10.0,0.0,0.0,5.0,1.0,0.0,8,4,0,7,26600396,2018
4,0,0,1,0,1,0,1,0,4.0,0.0,0.0,0.0,1.0,0.0,1,1,0,7,24795008,2018
5,0,0,1,0,1,0,1,0,4.0,0.0,0.0,0.0,1.0,0.0,3,1,0,7,23894707,2018
11,1,0,1,0,1,0,1,0,6.0,0.0,0.0,1.0,1.0,0.0,14,3,0,7,21997758,2018
14,0,0,1,0,1,0,1,0,10.0,0.0,0.0,0.0,1.0,0.0,1,6,0,7,18628967,2018
22,2,0,0,1.0,1,0,1,0,10.0,0.0,0.0,4.0,1.0,0.0,8,14,0,7,19724275,2018
24,0,0,1,0,1,0,1,0,5.0,0.0,0.0,2.0,1.0,0.0,15,0,0,7,22809251,2018
23,0,0,1,0,1,0,1,0,1.0,0.0,0.0,4.0,1.0,0.0,2,19,0,7,19282848,2018
11,0,0,1,0,1,0,1,0,9.0,0.0,0.0,4.0,1.0,0.0,5,7,0,7,20149136,2018
13,0,0,1,0,1,0,0,1,26.0,0.0,0.0,21.0,1.0,0.0,15,4,2,7,ASCO_186257-199,2018
8,0,0,1,0,1,0,1,0,7.0,0.0,0.0,6.0,1.0,0.0,6,19,0,7,25265492,2018
15,0,0,1,0,1,0,1,0,18.0,0.0,0.0,3.0,1.0,0.0,16,8,0,7,AACR_2012-5601,2018
10,0,0,1,0,1,0,1,0,7.0,0.0,0.0,4.0,1.0,0.0,5,2,1,7,19682280,2018
10,0,0,1,0,1,0,1,0,7.0,0.0,0.0,0.0,1.0,0.0,10,3,0,7,24520098,2018
16,0,0,1,0,1,0,1,0,7.0,0.0,0.0,1.0,1.0,0.0,7,3,0,7,AACR_2015-2681,2018
12,0,0,1,0,1,0,1,0,6.0,0.0,0.0,0.0,1.0,0.0,11,7,0,7,12873990,2018
14,0,0,1,0,1,0,1,0,13.0,0.0,0.0,0.0,1.0,0.0,5,2,0,7,20182446,2018
11,0,0,1,0,1,0,1,0,9.0,0.0,0.0,2.0,1.0,0.0,9,5,0,7,27042173,2018
24,0,0,1,0,1,0,1,0,8.0,0.0,0.0,0.0,1.0,0.0,1,15,0,7,25646931,2018
22,0,1,1,0,1,0,1,0,5.0,0.0,0.0,0.0,1.0,0.0,19,2,0,7,15191558,2018
14,0,0,1,0,1,0,1,0,17.0,0.0,0.0,4.0,1.0,1.0,34,2,0,7,21788131,2018
12,0,0,1,0,1,0,1,0,22.0,0.0,0.0,19.0,1.0,0.0,2,14,1,7,26451873,2018
14,0,0,1,0,1,0,1,0,7.0,0.0,0.0,1.0,1.0,0.0,5,12,0,7,25624498,2018
9,0,0,0,1.0,1,0,1,0,3.0,0.0,0.0,0.0,1.0,0.0,5,1,0,7,21606968,2018
14,0,0,1,0,1,0,1,0,9.0,0.0,0.0,4.0,1.0,0.0,2,8,0,7,18715233,2018
8,0,0,1,0,1,0,1,0,4.0,0.0,0.0,7.0,1.0,0.0,7,9,0,7,24933606,2018
26,0,0,1,0,1,0,1,0,7.0,0.0,0.0,0.0,1.0,0.0,4,12,0,7,25713167,2018
9,0,0,1,0,1,0,1,0,3.0,0.0,0.0,0.0,1.0,0.0,5,2,0,7,20951940,2018
20,0,0,1,0,1,0,1,0,9.0,0.0,0.0,0.0,1.0,0.0,17,11,0,7,15195137,2018
27,0,0,1,0,1,0,1,0,8.0,0.0,0.0,0.0,1.0,1.0,8,2,1,7,23447565,2018
16,0,0,1,0,1,0,1,0,8.0,0.0,0.0,2.0,1.0,0.0,3,12,0,7,24145418,2018
16,0,0,1,0,1,0,1,0,11.0,0.0,0.0,5.0,1.0,0.0,8,12,0,7,23454771,2018
47,0,0,0,1.0,0,0,1,0,12.0,0.0,0.0,0.0,1.0,0.0,17,4,1,7,26146664,2018
14,0,0,1,0,1,0,1,0,8.0,0.0,0.0,0.0,1.0,0.0,5,7,0,7,26308130,2018
11,0,0,1,0,1,0,1,0,10.0,0.0,0.0,1.0,1.0,0.0,3,14,0,7,AACR_2015-1130,2018
13,0,0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,0.0,14,11,0,7,AACR_2014-3705,2018
8,0,0,0,0.9999999999999993,0,1,0,1,8.0,0.0,0.0,0.0,1.0,0.0,21,2,1,7,15578519,2018
11,0,0,1,0,1,0,1,0,8.0,0.0,0.0,0.0,1.0,0.0,11,7,0,7,25359156,2018
14,0,0,1,0,1,0,1,0,5.0,0.0,0.0,0.0,1.0,0.0,7,7,0,7,18421705,2018
22,0,0,1,0,1,0,1,0,12.0,0.0,0.0,6.0,1.0,0.0,9,4,0,7,25752325,2018
24,0,0,0,1.0,0,1,0,1,17.0,0.0,0.0,4.0,1.0,0.0,20,6,1,7,27009410,2018
8,0,0,1,0,1,0,1,0,5.0,0.0,0.0,0.0,1.0,0.0,4,3,1,7,22904646,2018
11,0,0,1,0,1,0,1,0,5.0,0.0,0.0,1.0,1.0,0.0,8,5,0,7,24393566,2018
8,0,0,1,0,0,0,0,0,23.0,0.0,0.0,0.0,1.0,0.0,9,10,2,7,27342756,2018
8,0,0,1,0,1,0,1,0,17.0,0.0,0.0,1.0,1.0,0.0,15,4,0,7,ASCO_132152-144,2018
7,0,0,1,0,1,0,1,0,8.0,0.0,0.0,0.0,1.0,0.0,7,2,0,7,26397052,2018
13,0,0,1,0,0,1,0,1,8.0,0.0,0.0,5.0,1.0,0.0,15,0,1,7,26643848,2018
14,0,0,1,0,1,0,1,0,8.0,0.0,0.0,0.0,1.0,0.0,3,5,1,7,27481005,2018
10,0,0,1,0,1,0,1,0,6.0,0.0,0.0,0.0,1.0,0.0,5,1,0,7,23483066,2018
15,0,0,1,0,1,0,1,0,18.0,0.0,0.0,4.0,1.0,0.0,19,9,0,7,25376477,2018
17,0,0,1,0,1,0,1,0,3.0,0.0,0.0,0.0,1.0,0.0,3,6,1,7,27081804,2018
12,0,0,1,0,1,0,1,0,17.0,0.0,0.0,9.0,1.0,0.0,29,4,0,7,ASCO_168083-176,2018
12,0,0,1,0,1,0,1,0,9.0,0.0,0.0,0.0,1.0,0.0,29,4,0,7,25370473,2018
18,0,0,1,0,1,0,1,0,22.0,0.0,0.0,0.0,1.0,0.0,12,10,0,7,AACR_2012-1914,2018
10,0,0,1,0,1,0,1,0,11.0,0.0,0.0,0.0,1.0,0.0,10,12,0,7,25653539,2018
6,0,0,0,1.0,1,0,1,0,18.0,0.0,0.0,0.0,1.0,0.0,2,4,0,7,27147251,2018
16,0,0,1,0,1,0,1,0,4.0,0.0,0.0,1.0,1.0,0.0,12,3,0,7,23102192,2018
10,0,0,1,0,1,0,1,0,4.0,0.0,0.0,2.0,1.0,0.0,2,1,0,7,21447722,2018
13,0,0,1,0,1,0,1,0,4.0,0.0,0.0,0.0,1.0,0.0,19,6,0,7,26217117,2018
11,0,0,1,0,1,0,1,0,13.0,0.0,0.0,6.0,1.0,0.0,4,7,0,7,24023633,2018
12,0,0,1,0,1,0,1,0,5.0,0.0,0.0,0.0,1.0,0.0,3,5,0,7,24980819,2018
12,0,0,1,0,1,0,1,0,5.0,0.0,0.0,0.0,1.0,0.0,3,8,0,7,27232329,2018
12,0,0,1,0,1,0,1,0,5.0,0.0,0.0,0.0,1.0,0.0,3,8,0,7,21041578,2018
13,0,0,1,0,1,0,1,0,5.0,0.0,0.0,0.0,1.0,0.0,7,6,0,7,25738144,2018
8,0,0,1,0,1,0,1,0,7.0,0.0,0.0,1.0,1.0,1.0,21,1,0,7,21750866,2018
8,0,0,1,0,1,0,1,0,7.0,0.0,0.0,0.0,1.0,0.0,5,6,1,7,24958825,2018
8,0,0,1,0,1,0,1,0,7.0,0.0,0.0,0.0,1.0,0.0,7,5,0,7,27180965,2018
12,0,0,1,0,1,0,1,0,7.0,0.0,0.0,0.0,1.0,0.0,2,6,0,7,15024080,2018
15,0,0,1,0,0,0,1,0,11.0,0.0,0.0,1.0,1.0,1.0,22,2,0,7,25767048,2018
12,0,0,0,1.0,1,0,1,0,13.0,0.0,0.0,0.0,1.0,0.0,19,5,2,7,25070294,2018
7,0,0,1,0,1,0,1,0,5.0,0.0,0.0,0.0,1.0,0.0,5,6,0,7,24098023,2018
14,0,0,1,0,1,0,1,0,12.0,0.0,0.0,0.0,1.0,0.0,5,3,0,7,26098773,2018
11,0,0,1,0,1,0,1,0,5.0,0.0,0.0,0.0,1.0,0.0,2,5,0,7,23475878,2018
8,0,0,1,0,1,0,1,0,5.0,0.0,0.0,2.0,1.0,0.0,4,7,1,7,22962325,2018
12,0,0,1,0,1,0,1,0,15.0,0.0,0.0,2.0,1.0,0.0,14,11,0,7,23248257,2018
6,0,0,1,0,1,0,1,0,10.0,0.0,0.0,0.0,1.0,0.0,5,9,0,7,26519363,2018
9,0,0,1,0,1,0,1,0,6.0,0.0,0.0,0.0,1.0,0.0,4,4,0,7,25755684,2018
22,0,0,1,0,1,0,1,0,8.0,0.0,0.0,0.0,1.0,0.0,10,1,0,7,AACR_2015-3621,2018
24,1,0,1,0,1,0,1,0,10.0,0.0,0.0,0.0,1.0,0.0,1,9,0,7,25617424,2018
10,0,0,0,0.9999999847700205,0,1,0,1,3.0,0.0,0.0,2.0,1.0,0.0,4,5,1,7,25257244,2018
8,0,0,0,0.999983298578152,1,0,1,0,15.0,0.0,0.0,4.0,1.0,0.0,4,10,3,7,26731560,2018
6,0,0,1,0,1,0,1,0,10.0,0.0,0.0,0.0,1.0,0.0,16,2,0,7,15048078,2018
28,0,2,1,0,1,0,1,0,8.0,0.0,0.0,0.0,1.0,0.0,13,0,0,7,16899595,2018
12,0,0,1,0,1,0,1,0,8.0,0.0,0.0,1.0,1.0,0.0,24,11,0,7,ASCO_49589-74,2018
26,0,0,1,0,1,0,1,0,7.0,0.0,0.0,0.0,1.0,0.0,17,8,0,7,22614978,2018
7,0,0,1,0,1,0,1,0,3.0,0.0,0.0,0.0,1.0,0.0,3,1,0,7,18787543,2018
10,0,0,1,0,1,0,1,0,3.0,0.0,0.0,0.0,1.0,0.0,2,0,0,7,23486431,2018
4,0,0,1,0,1,0,1,0,3.0,0.0,0.0,0.0,1.0,0.0,0,1,0,7,23594535,2018
10,0,0,1,0,1,0,1,0,9.0,0.0,0.0,1.0,1.0,0.0,6,2,1,7,22584957,2018
24,0,0,0,1.0,1,0,1,0,16.0,0.0,0.0,2.0,1.0,0.0,6,4,0,7,23550516,2018
10,0,0,1,0,1,0,1,0,9.0,0.0,0.0,0.0,1.0,0.0,9,13,0,7,26137449,2018
22,0,0,1,0,1,0,1,0,2.0,0.0,0.0,4.0,1.0,0.0,7,11,1,7,25848750,2018
14,0,0,1,0,1,0,1,0,7.0,0.0,0.0,0.0,1.0,0.0,4,6,0,7,24489105,2018
8,0,0,1,0,1,0,1,0,6.0,0.0,0.0,0.0,1.0,0.0,6,14,0,7,25265494,2018
19,0,0,1,0,1,0,1,0,9.0,0.0,0.0,2.0,1.0,0.0,5,2,0,7,24201813,2018
16,0,0,1,0,1,0,1,0,8.0,0.0,0.0,3.0,1.0,0.0,3,0,0,7,22895053,2018
17,0,0,1,0,1,0,1,0,10.0,0.0,0.0,2.0,1.0,0.0,15,5,0,7,24918823,2018
8,0,0,1,0,1,0,1,0,11.0,0.0,0.0,0.0,1.0,0.0,1,13,0,7,27765851,2018
12,0,0,0,0.5,0,1,0,1,13.0,0.0,0.0,2.0,1.0,0.0,4,6,0,7,25380183,2018
10,0,0,1,0,1,0,1,0,5.0,0.0,0.0,0.0,1.0,0.0,10,6,0,7,24476679,2018
13,0,0,1,0,1,0,1,0,5.0,0.0,0.0,0.0,1.0,0.0,5,3,0,7,23903755,2018
16,0,0,1,0,1,0,1,0,14.0,0.0,0.0,1.0,1.0,0.0,3,2,0,7,24865425,2018
10,0,0,1,0,1,0,1,0,5.0,0.0,0.0,0.0,1.0,0.0,6,1,0,7,24625306,2018
8,0,0,1,0,1,0,1,0,5.0,0.0,0.0,0.0,1.0,0.0,4,7,2,7,25183499,2018
8,0,0,1,0,1,0,1,0,6.0,0.0,0.0,1.0,1.0,0.0,2,14,0,7,22576211,2018
11,0,0,1,0,1,0,1,0,6.0,0.0,0.0,0.0,1.0,1.0,7,3,0,7,24265155,2018
8,0,0,1,0,1,0,1,0,6.0,0.0,0.0,0.0,1.0,0.0,9,8,0,7,27150060,2018
8,0,0,1,0,1,0,1,0,6.0,0.0,0.0,5.0,1.0,0.0,9,0,0,7,25543407,2018
25,0,0,1,0,1,0,1,0,13.0,0.0,0.0,8.0,1.0,0.0,13,17,0,7,25472943,2018
23,0,0,1,0,1,0,1,0,13.0,0.0,0.0,0.0,1.0,0.0,19,14,0,7,24121489,2018
8,0,0,1,0,1,0,1,0,4.0,0.0,0.0,0.0,1.0,0.0,5,4,1,7,22423265,2018
14,0,0,1,0,1,0,1,0,9.0,0.0,0.0,0.0,1.0,0.0,8,17,0,7,AACR_2017-2345,2018
8,0,0,1,0,1,0,1,0,11.0,0.0,0.0,3.0,1.0,0.0,6,16,0,7,24583796,2018
8,0,0,1,0,1,0,1,0,11.0,0.0,0.0,1.0,1.0,0.0,20,5,0,7,24196789,2018
24,0,0,1,0,1,0,1,0,10.0,0.0,0.0,1.0,1.0,0.0,4,6,1,7,25651238,2018
12,0,0,1,0,1,0,1,0,7.0,0.0,0.0,0.0,1.0,0.0,10,5,0,7,24941944,2018
16,0,0,1,0,1,0,1,0,8.0,0.0,0.0,8.0,1.0,0.0,3,8,0,7,25117819,2018
23,0,0,1,0,1,0,1,0,12.0,0.0,0.0,0.0,1.0,0.0,15,9,0,7,AACR_2014-4247,2018
6,0,0,1,0,1,0,1,0,3.0,0.0,0.0,0.0,1.0,0.0,4,6,0,7,27314067,2018
8,0,0,0,0.9933071490757153,0,1,0,0,5.0,0.0,0.0,2.0,1.0,0.0,5,6,0,7,25576527,2018
6,0,0,1,0,1,0,1,0,5.0,0.0,0.0,0.0,1.0,0.0,6,5,0,7,26365896,2018
8,0,0,1,0,1,0,1,0,6.0,0.0,0.0,0.0,1.0,0.0,3,13,0,7,27141346,2018
8,0,0,1,0,1,0,1,0,7.0,0.0,0.0,0.0,1.0,0.0,5,8,0,7,26926151,2018
9,0,0,1,0,1,0,1,0,8.0,0.0,0.0,0.0,1.0,0.0,18,11,0,7,16417231,2018
15,0,0,1,0,1,0,1,0,10.0,0.0,0.0,6.0,1.0,0.0,5,3,0,7,21717063,2018
10,0,0,0,1.0,0,1,0,1,8.0,0.0,0.0,6.0,1.0,0.0,23,4,1,7,23922205,2018
14,0,0,1,0,1,0,1,0,8.0,0.0,0.0,2.0,1.0,0.0,5,16,0,7,AACR_2014-4761,2018
12,0,0,1,0,1,0,1,0,11.0,0.0,0.0,8.0,1.0,0.0,15,4,1,7,ASCO_166685-176,2018
11,0,0,1,0,1,0,1,0,19.0,0.0,0.0,2.0,1.0,0.0,5,5,0,7,24569374,2018
15,0,0,1,0,1,0,1,0,3.0,0.0,0.0,0.0,1.0,0.0,2,2,0,7,21362156,2018
10,0,0,1,0,1,0,1,0,20.0,0.0,0.0,2.0,1.0,1.0,5,10,0,7,AACR_2014-2847,2018
12,0,0,1,0,1,0,1,0,6.0,0.0,0.0,0.0,1.0,0.0,6,3,1,7,26984758,2018
14,0,0,0,0.9996646498695336,0,1,0,0,5.0,0.0,0.0,1.0,1.0,0.0,8,3,2,7,27520988,2018
19,0,0,1,0,1,0,1,0,13.0,0.0,0.0,0.0,1.0,0.0,9,4,0,7,25142146,2018
11,1,0,1,0,1,0,1,0,9.0,0.0,0.0,0.0,1.0,0.0,9,2,0,7,21156289,2018
14,0,0,1,0,1,0,1,0,15.0,0.0,0.0,0.0,1.0,0.0,9,0,1,7,27041702,2018
18,0,0,1,0,1,0,1,0,5.0,0.0,0.0,0.0,1.0,0.0,8,13,0,7,AACR_2017-848,2018
10,0,0,1,0,1,0,1,0,11.0,0.0,0.0,1.0,1.0,0.0,9,8,0,7,21570823,2018
10,0,0,1,0,1,0,1,0,11.0,0.0,0.0,9.0,1.0,0.0,6,9,1,7,16540682,2018
24,1,0,1,0,1,0,1,0,9.0,0.0,0.0,8.0,1.0,0.0,3,5,0,7,22850568,2018
8,0,0,1,0,1,0,1,0,16.0,0.0,0.0,0.0,1.0,1.0,13,2,0,7,19861964,2018
8,1,0,1,0,1,0,1,0,5.0,0.0,0.0,4.0,1.0,0.0,9,19,1,7,22663011,2018
8,0,0,1,0,1,0,1,0,5.0,0.0,0.0,4.0,1.0,0.0,6,10,1,7,21639808,2018
12,0,0,1,0,1,0,1,0,11.0,0.0,0.0,0.0,1.0,0.0,17,5,0,7,14722037,2018
7,0,0,1,0,1,0,1,0,2.0,0.0,0.0,0.0,1.0,0.0,0,0,0,7,21251608,2018
11,0,0,1,0,1,0,1,0,8.0,0.0,0.0,1.0,1.0,0.0,2,1,0,7,AACR_2015-2682,2018
10,0,0,1,0,1,0,1,0,7.0,0.0,0.0,2.0,1.0,0.0,3,17,0,7,AACR_2012-2822,2018
32,0,0,1,0,1,0,1,0,8.0,0.0,0.0,0.0,1.0,0.0,9,9,0,7,AACR_2017-4329,2018
10,0,0,1,0,1,0,1,0,10.0,0.0,0.0,7.0,1.0,0.0,22,9,0,7,22740817,2018
12,0,0,0,0.7310585786300049,0,1,0,0,6.0,0.0,0.0,7.0,1.0,0.0,17,10,2,7,25456393,2018
22,0,1,1,0,0,0,1,0,9.0,0.0,0.0,0.0,1.0,0.0,30,7,0,7,25623140,2018
20,0,0,0,0.9999999943972036,0,1,0,1,14.0,0.0,0.0,8.0,1.0,0.0,16,5,1,7,27255157,2018
21,0,0,0,0.9999546021312976,1,0,0,0,14.0,0.0,0.0,0.0,1.0,0.0,24,7,1,7,24749938,2018
9,0,0,1,0,1,0,1,0,14.0,0.0,0.0,0.0,1.0,0.0,9,1,0,7,17516929,2018
4,0,0,1,0,1,0,1,0,7.0,0.0,0.0,0.0,1.0,1.0,5,3,0,7,24258979,2018
4,0,0,1,0,1,0,1,0,4.0,0.0,0.0,0.0,1.0,0.0,6,1,0,7,27429963,2018
14,0,0,1,0,1,0,1,0,13.0,0.0,0.0,0.0,1.0,0.0,13,2,1,7,15313890,2018
20,0,0,1,0,1,0,1,0,7.0,0.0,0.0,0.0,1.0,0.0,12,5,0,7,15208655,2018
10,0,0,1,0,1,0,1,0,6.0,0.0,0.0,0.0,1.0,0.0,3,1,0,7,26636909,2018
10,0,0,1,0,1,0,1,0,4.0,0.0,0.0,1.0,1.0,0.0,1,6,0,7,22083257,2018
12,0,0,1,0,1,0,1,0,13.0,0.0,0.0,8.0,1.0,0.0,11,9,0,7,22235286,2018
18,0,0,1,0,1,0,1,0,15.0,0.0,0.0,0.0,1.0,0.0,8,4,2,7,26974965,2018
8,0,0,1,0,1,0,1,0,15.0,0.0,0.0,0.0,1.0,0.0,6,3,0,7,27095081,2018
16,0,0,1,0,1,0,1,0,9.0,0.0,0.0,0.0,1.0,0.0,2,3,0,7,18402768,2018
15,0,0,1,0,1,0,1,0,5.0,0.0,0.0,0.0,1.0,0.0,3,2,0,7,26684394,2018
7,1,0,1,0,1,0,1,0,5.0,0.0,0.0,1.0,1.0,0.0,3,3,0,7,23924408,2018
19,0,0,0,0.9999999999999656,1,0,0,0,6.0,0.0,0.0,0.0,1.0,0.0,9,4,2,7,23360189,2018
6,0,0,0,0.9990889488055994,0,1,0,1,4.0,0.0,0.0,4.0,1.0,0.0,12,6,0,7,25382067,2018
9,0,0,1,0,1,0,1,0,4.0,0.0,0.0,5.0,1.0,0.0,11,1,0,7,27194985,2018
11,0,0,1,0,1,0,1,0,7.0,0.0,0.0,0.0,1.0,0.0,5,2,0,7,25500121,2018
8,0,0,1,0,1,0,1,0,7.0,0.0,0.0,0.0,1.0,0.0,6,8,0,7,AACR_2013-3404,2018
9,0,0,1,0,1,0,1,0,18.0,0.0,0.0,5.0,1.0,0.0,15,8,0,7,ASCO_171094-176,2018
25,0,0,1,0,1,0,1,0,4.0,0.0,0.0,4.0,1.0,0.0,1,13,0,7,19659611,2018
15,0,0,1,0,1,0,1,0,6.0,0.0,0.0,10.0,1.0,0.0,13,4,0,7,18794803,2018
10,0,0,1,0,1,0,1,0,6.0,0.0,0.0,1.0,1.0,0.0,12,2,2,7,AACR_2012-5102,2018
12,0,0,1,0,1,0,1,0,6.0,0.0,0.0,0.0,1.0,0.0,3,12,0,7,25797743,2018
12,0,0,0,0.7310585786300049,0,1,0,0,6.0,0.0,0.0,2.0,1.0,0.0,3,5,2,7,25643238,2018
8,0,0,1,0,1,0,1,0,7.0,0.0,0.0,0.0,1.0,0.0,6,2,0,7,21393075,2018
12,0,0,1,0,1,0,1,0,12.0,0.0,0.0,0.0,1.0,0.0,19,10,0,7,23658559,2018
14,0,0,1,0,1,0,1,0,9.0,0.0,0.0,0.0,1.0,0.0,4,7,0,7,27297629,2018
24,0,0,1,0,1,0,1,0,7.0,0.0,0.0,0.0,1.0,0.0,8,5,0,7,27790766,2018
12,0,0,1,0,1,0,1,0,7.0,0.0,0.0,1.0,1.0,0.0,22,2,1,7,26399561,2018
4,0,0,1,0,1,0,1,0,7.0,0.0,0.0,0.0,1.0,0.0,2,8,0,7,16424035,2018
14,0,0,1,0,1,0,1,0,11.0,0.0,0.0,3.0,1.0,0.0,10,5,1,7,23744355,2018
11,0,0,1,0,1,0,1,0,11.0,0.0,0.0,0.0,1.0,0.0,4,2,0,7,15657897,2018
4,0,0,1,0,1,0,1,0,2.0,0.0,0.0,0.0,1.0,0.0,4,1,0,7,12150818,2018
10,0,0,1,0,1,0,1,0,17.0,0.0,0.0,11.0,1.0,0.0,9,11,0,7,23976959,2018
19,0,0,1,0,1,0,1,0,6.0,0.0,0.0,1.0,1.0,0.0,8,4,0,7,21753785,2018
14,0,0,1,0,1,0,1,0,6.0,0.0,0.0,4.0,1.0,0.0,4,10,0,7,27354627,2018
10,0,0,1,0,1,0,1,0,6.0,0.0,0.0,0.0,1.0,0.0,4,4,0,7,25437182,2018
6,0,0,1,0,1,0,1,0,11.0,0.0,0.0,15.0,1.0,0.0,18,6,0,7,ASCO_132370-144,2018
22,0,0,0,0.9999999999999656,1,0,1,0,7.0,0.0,0.0,1.0,1.0,0.0,1,15,0,7,AACR_2017-3717,2018
10,0,0,1,0,1,0,1,0,2.0,0.0,0.0,0.0,1.0,0.0,2,4,1,7,24737949,2018
10,0,0,1,0,1,0,1,0,13.0,0.0,0.0,1.0,1.0,0.0,9,35,0,7,AACR_2014-3712,2018
12,0,0,1,0,1,0,1,0,12.0,0.0,0.0,0.0,1.0,0.0,3,3,0,7,18458053,2018
6,0,0,1,0,1,0,1,0,11.0,0.0,0.0,0.0,1.0,0.0,9,10,0,7,25287827,2018
6,0,0,1,0,1,0,1,0,10.0,0.0,0.0,1.0,1.0,0.0,7,1,0,7,25912549,2018
25,0,0,1,0,1,0,0,0,9.0,0.0,0.0,0.0,1.0,0.0,7,11,2,7,23535073,2018
8,0,0,0,1.0,1,0,1,0,3.0,0.0,0.0,0.0,1.0,0.0,3,4,0,7,27226731,2018
6,0,0,1,0,1,0,1,0,6.0,0.0,0.0,0.0,1.0,0.0,5,3,0,7,24484235,2018
9,0,0,1,0,1,0,1,0,10.0,0.0,0.0,6.0,1.0,0.0,12,8,0,7,27488807,2018
8,0,0,1,0,1,0,1,0,10.0,0.0,0.0,6.0,1.0,0.0,4,6,0,7,27320919,2018
14,0,0,1,0,1,0,1,0,11.0,0.0,0.0,9.0,1.0,0.0,6,14,0,7,25351955,2018
19,0,0,1,0,1,0,1,0,6.0,0.0,0.0,0.0,1.0,0.0,4,2,0,7,16354196,2018
18,0,0,1,0,1,0,1,0,7.0,0.0,0.0,0.0,1.0,2.0,19,1,0,7,16647948,2018
8,0,0,1,0,1,0,1,0,7.0,0.0,0.0,0.0,1.0,0.0,7,4,0,7,25762352,2018
14,0,0,1,0,1,0,1,0,7.0,0.0,0.0,2.0,1.0,0.0,8,3,0,7,21793228,2018
11,0,0,1,0,1,0,1,0,7.0,0.0,0.0,7.0,1.0,0.0,17,11,0,7,26630683,2018
9,0,0,1,0,1,0,1,0,7.0,0.0,0.0,1.0,1.0,0.0,9,4,0,7,AACR_2014-5523,2018
8,0,0,1,0,0,0,1,0,19.0,0.0,0.0,0.0,1.0,0.0,6,5,0,7,26181250,2018
12,0,0,1,0,1,0,1,0,5.0,0.0,0.0,3.0,1.0,0.0,1,14,0,7,27622011,2018
12,0,0,1,0,1,0,1,0,18.0,0.0,0.0,9.0,1.0,0.0,0,1,0,7,25975913,2018
6,0,0,1,0,1,0,1,0,9.0,0.0,0.0,5.0,1.0,0.0,15,6,0,7,25806238,2018
4,1,0,1,0,1,0,1,0,6.0,0.0,0.0,0.0,1.0,0.0,8,8,0,7,24957944,2018
14,0,0,1,0,1,0,1,0,8.0,0.0,0.0,5.0,1.0,0.0,8,8,0,7,22742884,2018
8,0,0,1,0,1,0,1,0,4.0,0.0,0.0,3.0,1.0,0.0,4,4,0,7,25364391,2018
15,0,0,1,0,1,0,1,0,8.0,0.0,0.0,6.0,1.0,0.0,11,5,0,7,23317446,2018
10,0,0,0,1.0,1,0,1,0,14.0,0.0,0.0,0.0,1.0,0.0,13,18,2,7,25768829,2018
13,1,0,1,0,1,0,1,0,7.0,0.0,0.0,4.0,1.0,0.0,2,5,0,7,16801397,2018
22,0,1,1,0,1,0,1,0,7.0,0.0,0.0,0.0,1.0,0.0,18,5,0,7,21166657,2018
10,0,0,0,0.9996646498695336,0,1,0,1,7.0,0.0,0.0,6.0,1.0,0.0,8,5,0,7,26989536,2018
17,0,0,1,0,1,0,1,0,7.0,0.0,0.0,2.0,1.0,0.0,4,6,0,7,17001349,2018
10,0,0,1,0,1,0,1,0,6.0,0.0,0.0,0.0,1.0,0.0,10,7,0,7,25349308,2018
17,0,0,0,0.999983298578152,1,0,1,0,9.0,0.0,0.0,2.0,1.0,0.0,8,6,0,7,17159915,2018
17,0,0,1,0,1,0,1,0,14.0,0.0,0.0,8.0,1.0,0.0,6,5,1,7,AACR_2013-5213,2018
22,0,0,1,0,1,0,1,0,10.0,0.0,0.0,6.0,1.0,0.0,7,11,0,7,AACR_2013-3405,2018
16,0,0,1,0,1,0,1,0,5.0,0.0,0.0,7.0,1.0,0.0,1,9,0,7,27793752,2018
24,0,0,0,0.9999999998973812,0,1,0,1,5.0,0.0,0.0,1.0,1.0,0.0,9,2,1,7,21827678,2018
19,0,0,1,0,1,0,1,0,12.0,0.0,0.0,3.0,1.0,0.0,4,4,0,7,AACR_2013-2028,2018
8,0,0,1,0,1,0,1,0,5.0,0.0,0.0,3.0,1.0,1.0,6,8,0,7,27490749,2018
12,0,0,1,0,1,0,1,0,5.0,0.0,0.0,0.0,1.0,0.0,8,3,2,7,25705882,2018
15,0,0,1,0,1,0,1,0,5.0,0.0,0.0,3.0,1.0,0.0,8,6,1,7,27655717,2018
23,0,0,1,0,1,0,1,0,13.0,0.0,0.0,4.0,1.0,0.0,6,1,0,7,AACR_2013-917,2018
6,0,0,1,0,1,0,1,0,4.0,0.0,0.0,0.0,1.0,0.0,5,2,0,7,16687919,2018
9,0,0,1,0,0,1,1,0,4.0,0.0,0.0,0.0,1.0,0.0,3,1,2,7,23626542,2018
8,0,0,1,0,1,0,1,0,4.0,0.0,0.0,0.0,1.0,0.0,5,4,0,7,25408648,2018
23,0,0,1,0,1,0,1,0,7.0,0.0,0.0,0.0,1.0,0.0,11,3,1,7,27515299,2018
6,0,0,1,0,1,0,1,0,5.0,0.0,0.0,0.0,1.0,0.0,9,11,0,7,23020132,2018
