count_match_self,count_match_ancestor,count_match_descendant,age_missing_numeric,age_diff_numeric,age_missing_text,age_match_text,gender_missing,gender_diff,match_gene,has_variation,match_variation,match_total_variation,has_other_info,match_other_info,match_human,match_animal,match_not,topicid,docid,year,rel
0,0,0,1,0.0,1,0,1,0,7.0,1.0,0.0,0.0,0.0,0.0,0,9,0,3,14520710,2017,0
0,0,0,1,0.0,1,0,1,0,2.5,1.0,0.0,0.0,0.0,0.0,7,5,0,3,14562282,2017,0
6,0,0,1,0.0,1,0,1,0,4.0,1.0,0.0,1.0,0.0,0.0,0,1,0,3,14566860,2017,0
4,0,0,1,0.0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,3,14652463,2017,0
27,0,0,0,1.0,1,0,1,0,0.0,1.0,0.0,4.5,0.0,0.0,2,5,0,3,14683541,2017,0
2,0,0,0,0.999999999986112,0,0,0,1,2.0,1.0,0.0,1.0,0.0,0.0,0,2,0,3,14692188,2017,0
0,0,0,1,0.0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,3,14707136,2017,0
31,1,0,1,0.0,1,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,2,4,8,3,14732889,2017,0
3,0,0,0,0.9999938558253978,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,3,3,1484939,2017,0
0,0,0,1,0.0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,3,14893764,2017,0
2,0,0,1,0.0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,3,14933048,2017,0
2,0,0,1,0.0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,3,14943762,2017,0
0,0,0,1,0.0,0,0,1,0,5.5,1.0,0.0,1.0,0.0,0.0,4,1,0,3,15000491,2017,0
0,0,0,0,1.0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,3,15021775,2017,0
39,0,0,0,0.9999999999999993,1,0,1,0,0.0,1.0,0.0,6.0,0.0,0.0,2,2,0,3,15096007,2017,0
7,0,0,1,0.0,0,0,1,0,0.5,1.0,0.0,0.5,0.0,0.0,0,1,0,3,1512611,2017,0
0,0,0,1,0.0,1,0,1,0,0.5,1.0,0.0,0.0,0.0,0.0,1,6,0,3,15150572,2017,0
9,0,0,1,0.0,1,0,1,0,4.0,1.0,0.0,1.0,0.0,0.0,8,3,0,3,15190457,2017,0
8,0,0,0,0.9999999943972036,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0,0,2,3,15200208,2017,0
8,0,0,0,0.9999546021312976,0,0,0,1,0.0,1.0,0.0,3.0,0.0,0.0,0,4,0,3,15226074,2017,0
4,0,0,1,0.0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,3,15327233,2017,0
12,0,0,0,1.0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1,4,3,3,15337131,2017,0
6,0,0,1,0.0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0,2,1,3,15337152,2017,0
6,0,0,0,0.9996646498695336,0,0,0,1,0.0,1.0,0.0,1.5,0.0,0.0,0,6,0,3,15352613,2017,0
0,0,0,1,0.0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,3,15475426,2017,0
33,0,0,1,0.0,0,1,1,0,0.5,1.0,0.0,1.0,0.0,0.0,0,8,0,3,15535129,2017,0
15,0,0,0,1.0,1,0,1,0,0.0,1.0,0.0,0.5,0.0,0.0,2,1,2,3,15547484,2017,0
15,0,0,0,1.0,1,0,0,0,0.0,1.0,0.0,0.5,0.0,0.0,6,4,4,3,15590183,2017,0
15,1,0,1,0.0,1,0,1,0,6.0,1.0,0.0,0.0,0.0,0.0,6,10,0,3,15609345,2017,0
22,0,0,0,0.9999999999999065,0,1,1,0,4.0,1.0,0.0,0.0,0.0,0.0,9,0,0,3,15635074,2017,0
10,0,0,1,0.0,1,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0,2,0,3,15641595,2017,0
2,0,0,1,0.0,1,0,1,0,1.5,1.0,0.0,0.0,0.0,0.0,5,1,0,3,15659388,2017,0
47,0,0,1,0.0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0,3,0,3,15696778,2017,0
9,1,0,1,0.0,1,0,1,0,1.0,1.0,0.0,0.5,0.0,0.0,1,2,0,3,15779237,2017,0
21,0,0,1,0.0,1,0,1,0,0.5,1.0,0.0,0.0,0.0,0.0,0,3,0,3,15824172,2017,0
13,0,0,1,0.0,1,0,1,0,0.0,1.0,0.0,3.0,0.0,0.0,0,3,2,3,15825560,2017,0
20,0,0,1,0.0,1,0,1,0,2.0,1.0,0.0,0.0,0.0,0.0,0,6,0,3,15835267,2017,0
40,0,0,1,0.0,1,0,1,0,0.0,1.0,0.0,4.0,0.0,0.0,0,6,0,3,15930342,2017,0
4,0,0,0,0.9998766054240137,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0,2,0,3,15993076,2017,0
0,0,0,0,1.0,0,0,1,0,0.0,1.0,0.0,3.0,0.0,0.0,0,5,0,3,16015177,2017,0
0,0,0,1,0.0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0,3,0,3,16083832,2017,0
15,0,0,1,0.0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0,14,2,3,16105433,2017,0
0,0,0,1,0.0,1,0,1,0,1.5,1.0,0.0,0.5,0.0,0.0,0,1,0,3,16128748,2017,0
6,0,0,0,0.9999999999981204,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,3,1613538,2017,0
0,0,0,1,0.0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,3,6,1,3,16195541,2017,0
28,0,0,1,0.0,1,0,1,0,0.5,1.0,0.0,0.5,0.0,0.0,1,5,0,3,16197812,2017,0
0,0,0,0,1.0,0,0,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0,1,0,3,16270683,2017,0
0,0,0,1,0.0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0,5,0,3,16282498,2017,0
20,0,0,1,0.0,1,0,1,0,4.5,1.0,0.0,0.0,0.0,0.0,3,5,0,3,16353169,2017,0
0,0,0,1,0.0,1,0,1,0,4.0,1.0,0.0,1.5,0.0,0.0,2,7,1,3,16459989,2017,0
3,0,0,1,0.0,1,0,1,0,2.5,1.0,0.0,0.0,0.0,0.0,2,3,0,3,16497727,2017,2
6,0,0,1,0.0,1,0,1,0,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0,3,16534058,2017,2
11,0,0,0,0.9999999999999953,0,0,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0,1,1,3,16607533,2017,0
36,0,0,1,0.0,1,0,1,0,4.5,1.0,0.0,0.0,0.0,0.0,15,1,0,3,16612978,2017,0
0,0,0,1,0.0,1,0,1,0,2.5,1.0,0.0,0.0,0.0,0.0,2,5,0,3,16736033,2017,0
23,0,0,1,0.0,1,0,1,0,3.5,1.0,0.0,0.5,0.0,0.0,23,1,0,3,16786152,2017,2
48,0,0,1,0.0,1,0,1,0,0.0,1.0,0.0,3.5,0.0,0.0,0,1,0,3,16786348,2017,0
4,0,0,0,0.7310585786300049,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0,2,2,3,1680607,2017,0
0,0,0,1,0.0,1,0,1,0,2.0,1.0,0.0,0.5,0.0,0.0,0,0,0,3,16818172,2017,0
8,0,0,1,0.0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,3,3,16855500,2017,0
22,0,0,0,0.9996646498695336,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0,14,1,3,16855782,2017,0
10,0,0,1,0.0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,3,16876528,2017,0
34,0,0,1,0.0,1,0,1,0,2.0,1.0,0.0,0.0,0.0,0.0,1,2,0,3,16879395,2017,0
16,0,0,0,1.0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,2,17,0,3,16881832,2017,0
14,0,0,0,0.999999999986112,0,0,0,1,0.0,1.0,0.0,1.5,0.0,0.0,0,1,0,3,16936461,2017,0
30,0,0,0,0.9998766054240137,1,0,0,0,0.0,1.0,0.0,0.5,0.0,0.0,0,9,2,3,17072521,2017,0
0,0,0,1,0.0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0,23,1,3,17083125,2017,0
5,0,0,1,0.0,1,0,1,0,3.0,1.0,0.0,0.5,0.0,0.0,28,6,1,3,17163160,2017,0
19,0,0,1,0.0,1,0,1,0,6.5,1.0,0.0,0.5,0.0,0.0,16,4,0,3,17222329,2017,0
38,0,0,1,0.0,1,0,1,0,5.5,1.0,0.0,0.0,0.0,0.0,1,5,0,3,17319281,2017,0
10,0,0,0,0.9999999847700205,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0,1,2,3,17337015,2017,0
34,0,0,1,0.0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,3,17357005,2017,0
8,0,0,0,0.9999999979388463,0,0,0,1,0.0,1.0,0.0,3.0,0.0,0.0,2,0,1,3,17405262,2017,0
12,0,0,0,0.9999546021312976,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,3,17433689,2017,0
35,0,0,1,0.0,1,0,1,0,1.0,1.0,0.0,2.0,0.0,0.0,4,4,0,3,17460514,2017,2
15,1,0,1,0.0,1,0,1,0,2.0,1.0,0.0,0.0,0.0,0.0,0,2,0,3,17478763,2017,0
7,0,0,0,0.9999999847700205,0,0,0,1,0.0,1.0,0.0,1.5,0.0,0.0,0,0,2,3,17485048,2017,0
15,0,0,1,0.0,1,0,1,0,5.5,1.0,0.0,0.0,0.0,0.0,0,3,0,3,17509660,2017,0
3,0,0,1,0.0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0,2,0,3,17566081,2017,0
12,0,0,1,0.0,1,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0,4,2,3,17580362,2017,0
16,0,0,0,1.0,0,1,0,0,2.5,1.0,0.0,0.5,0.0,0.0,4,3,2,3,17607601,2017,0
0,1,0,1,0.0,1,0,1,0,7.0,1.0,1.0,1.0,0.0,0.0,6,5,0,3,17611497,2017,0
41,0,0,1,0.0,1,0,1,0,2.5,1.0,0.0,0.5,0.0,0.0,2,1,0,3,17721284,2017,0
4,0,0,0,0.9998766054240137,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,3,17883076,2017,0
0,1,0,1,0.0,1,0,1,0,6.0,1.0,0.5,0.5,0.0,0.0,2,8,0,3,17921701,2017,0
22,0,0,1,0.0,1,0,1,0,1.0,1.0,0.0,1.0,0.0,0.0,3,9,0,3,17924978,2017,0
50,0,0,1,0.0,1,0,1,0,0.0,1.0,0.0,2.0,0.0,0.0,1,13,0,3,17937814,2017,0
20,0,0,1,0.0,1,0,1,0,3.5,1.0,0.0,0.0,0.0,0.0,0,3,0,3,17962031,2017,0
50,0,0,1,0.0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0,7,11,3,17986936,2017,0
0,0,0,1,0.0,1,0,1,0,0.0,1.0,0.0,0.5,0.0,0.0,4,13,2,3,18215105,2017,0
0,1,0,1,0.0,1,0,1,0,10.0,1.0,4.0,4.0,0.0,0.0,10,5,0,3,18256540,2017,0
0,1,0,1,0.0,1,0,1,0,2.0,1.0,0.0,0.5,0.0,0.0,0,2,0,3,18332868,2017,0
22,0,0,0,1.0,0,0,0,1,0.5,1.0,0.0,1.0,0.0,0.0,2,1,3,3,18342535,2017,1
0,1,0,1,0.0,1,0,1,0,11.0,1.0,4.0,4.0,0.0,0.0,12,3,0,3,18392055,2017,0
0,0,0,1,0.0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,3,18392056,2017,0
0,0,0,1,0.0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,3,18392057,2017,0
0,0,0,0,0.9999999999999982,0,0,0,0,0.0,1.0,0.0,0.5,0.0,0.0,0,1,2,3,18392058,2017,0
0,0,0,0,0.9999999999981204,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,2,3,18392059,2017,0
0,0,0,0,0.9999999992417439,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,3,3,18392060,2017,0
0,0,0,0,0.9999999999999993,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0,1,6,3,18392061,2017,0
0,0,0,1,0.0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,3,18392062,2017,0
0,0,0,1,0.0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0,2,1,3,18392063,2017,0
0,0,0,1,0.0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,3,18392064,2017,0
0,0,0,1,0.0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,3,18392065,2017,0
13,0,0,1,0.0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,3,18417856,2017,0
28,0,0,1,0.0,1,0,1,0,0.0,1.0,0.0,1.5,0.0,0.0,0,8,0,3,18466258,2017,0
21,0,0,1,0.0,1,0,1,0,3.0,1.0,0.0,0.0,0.0,0.0,1,0,0,3,18474292,2017,0
6,0,0,1,0.0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0,4,0,3,18480602,2017,0
16,0,0,1,0.0,1,0,1,0,0.0,1.0,0.0,0.5,0.0,0.0,0,7,0,3,18482277,2017,0
0,1,0,1,0.0,1,0,1,0,9.0,1.0,3.5,3.5,0.0,0.0,4,4,0,3,18504432,2017,1
7,0,0,0,0.9933071490757153,0,0,0,1,0.0,1.0,0.0,0.5,0.0,0.0,0,2,1,3,18548187,2017,0
0,0,0,1,0.0,1,0,1,0,5.0,1.0,3.5,3.5,0.0,0.0,13,1,0,3,18611285,2017,0
0,0,0,1,0.0,1,0,1,0,7.5,1.0,1.5,2.5,0.0,0.0,9,3,0,3,18665177,2017,0
4,0,0,0,0.999999999986112,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,5,7,0,3,18687535,2017,2
0,0,0,1,0.0,1,0,1,0,2.0,1.0,1.0,1.0,0.0,0.0,4,0,0,3,18783292,2017,0
0,1,0,1,0.0,1,0,1,0,0.0,1.0,0.0,1.0,0.0,0.0,4,6,0,3,18802038,2017,0
22,0,0,1,0.0,1,0,1,0,1.0,1.0,0.0,0.5,0.0,0.0,0,4,0,3,18808065,2017,2
0,1,0,1,0.0,1,0,1,0,9.0,1.0,3.0,3.0,0.0,0.0,17,5,0,3,18813315,2017,0
0,0,0,1,0.0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,3,18813316,2017,0
14,0,0,1,0.0,1,0,0,1,2.0,1.0,0.0,0.0,0.0,0.0,0,3,1,3,18843923,2017,0
16,1,0,1,0.0,1,0,1,0,2.5,1.0,0.0,0.5,0.0,0.0,0,7,1,3,18953429,2017,0
28,0,0,1,0.0,1,0,1,0,4.5,1.0,0.0,0.0,0.0,0.0,1,1,0,3,18974932,2017,0
18,0,0,1,0.0,1,0,1,0,0.0,1.0,0.0,0.5,0.0,0.0,3,9,0,3,19001526,2017,0
4,0,0,0,0.9999999999999953,0,0,0,1,1.5,1.0,0.0,0.5,0.0,0.0,0,0,0,3,19085302,2017,0
77,0,0,0,1.0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1,6,0,3,19175037,2017,0
11,0,0,1,0.0,1,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,3,0,3,3,19234911,2017,0
0,0,0,0,1.0,0,1,1,0,4.5,1.0,0.0,0.5,0.0,0.0,10,5,0,3,19240976,2017,0
0,0,0,1,0.0,1,0,1,0,0.0,1.0,0.5,0.5,0.0,0.0,2,3,0,3,19307184,2017,0
13,0,0,1,0.0,0,1,1,0,0.0,1.0,0.0,0.5,0.0,0.0,1,2,0,3,19348712,2017,0
3,0,0,1,0.0,1,0,1,0,1.0,1.0,0.5,1.0,0.0,0.0,2,1,0,3,19353338,2017,0
0,1,0,0,0.7310585786300049,0,0,0,1,4.5,1.0,1.5,1.5,0.0,0.0,8,2,2,3,19389506,2017,0
3,0,0,1,0.0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1,2,0,3,19409384,2017,0
21,0,0,1,0.0,1,0,1,0,0.0,1.0,0.0,2.0,0.0,0.0,0,2,0,3,19410481,2017,0
0,0,0,1,0.0,1,0,1,0,0.0,1.0,0.0,0.5,0.0,0.0,2,7,0,3,19417030,2017,0
10,0,0,1,0.0,1,0,1,0,3.5,1.0,0.0,0.5,0.0,0.0,5,5,0,3,19451225,2017,2
0,1,0,1,0.0,1,0,1,0,9.0,1.0,2.5,2.5,0.0,0.0,15,9,0,3,19491896,2017,0
28,0,0,0,0.999999694097773,1,0,0,1,0.0,1.0,0.0,1.5,0.0,0.0,0,13,11,3,19500450,2017,0
6,0,0,1,0.0,1,0,1,0,3.0,1.0,0.0,2.0,0.0,0.0,0,1,0,3,19575577,2017,0
43,0,0,1,0.0,1,0,1,0,2.0,1.0,0.0,0.0,0.0,0.0,0,1,1,3,19589153,2017,0
3,0,0,1,0.0,1,0,1,0,5.5,1.0,0.0,0.5,0.0,0.0,0,4,0,3,19671848,2017,0
37,0,0,1,0.0,0,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,4,11,0,3,19698046,2017,0
0,0,0,1,0.0,1,0,0,1,2.0,1.0,0.0,0.0,0.0,0.0,1,5,10,3,19794155,2017,0
0,0,0,1,0.0,1,0,1,0,8.0,1.0,2.0,2.0,0.0,0.0,10,2,0,3,19802009,2017,0
17,0,0,0,0.5,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0,4,0,3,19826999,2017,0
0,0,0,1,0.0,1,0,1,0,9.5,1.0,2.5,2.5,0.0,0.0,17,11,0,3,19853286,2017,0
25,0,0,1,0.0,1,0,1,0,0.0,1.0,0.0,2.0,0.0,0.0,1,7,0,3,19877719,2017,0
3,0,0,1,0.0,1,0,1,0,2.5,1.0,0.0,0.0,0.0,0.0,0,1,0,3,19898272,2017,0
3,0,0,1,0.0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0,8,0,3,19910496,2017,0
7,0,0,1,0.0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,1,3,1994040,2017,0
0,3,0,1,0.0,1,0,1,0,1.0,1.0,0.5,0.5,0.0,0.0,1,6,0,3,20068047,2017,0
0,0,0,1,0.0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,3,20068048,2017,0
0,0,0,1,0.0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,3,20068060,2017,0
4,0,0,1,0.0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0,5,1,3,20072157,2017,0
12,0,0,0,0.9998766054240137,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,3,20074963,2017,0
13,0,0,0,1.0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,3,3,20095360,2017,0
6,0,0,1,0.0,1,0,1,0,2.0,1.0,0.0,0.5,0.0,0.0,5,1,0,3,20138250,2017,2
10,0,0,0,0.9999999586006244,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,3,2028112,2017,0
0,0,0,1,0.0,1,0,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0,12,1,3,20406973,2017,0
0,0,0,1,0.0,1,0,1,0,7.5,1.0,2.0,2.0,0.0,0.0,6,5,0,3,20407443,2017,0
13,0,0,0,1.0,0,0,0,0,0.5,1.0,0.0,0.0,0.0,0.0,1,4,0,3,20408963,2017,0
20,0,0,0,0.999999999994891,0,0,1,0,0.0,1.0,0.0,0.5,0.0,0.0,0,2,0,3,20418026,2017,0
0,0,0,1,0.0,1,0,1,0,10.5,1.0,4.5,5.0,0.0,0.0,5,4,0,3,20440266,2017,0
0,0,0,1,0.0,1,0,1,0,0.0,1.0,0.5,1.5,0.0,0.0,2,4,1,3,20489726,2017,0
3,0,0,1,0.0,1,0,1,0,2.0,1.0,0.0,0.0,0.0,0.0,2,5,1,3,20491622,2017,0
3,0,0,1,0.0,1,0,1,0,2.0,1.0,0.0,0.0,0.0,0.0,9,1,0,3,20553997,2017,0
36,0,0,1,0.0,1,0,1,0,0.0,1.0,0.0,0.5,0.0,0.0,0,14,0,3,20574529,2017,0
0,0,0,1,0.0,1,0,1,0,3.0,1.0,0.0,0.0,0.0,0.0,2,5,0,3,20594149,2017,0
17,0,0,1,0.0,1,0,1,0,0.0,1.0,0.0,0.5,0.0,0.0,1,2,0,3,20596751,2017,0
8,0,0,0,0.9999991684719722,0,0,0,1,0.0,1.0,0.0,0.5,0.0,0.0,1,1,2,3,20617095,2017,0
8,0,0,0,0.9999991684719722,0,0,0,0,0.0,1.0,0.0,0.5,0.0,0.0,0,2,1,3,20671387,2017,0
28,0,0,1,0.0,0,0,1,0,3.0,1.0,0.0,1.0,0.0,0.0,2,9,0,3,20682713,2017,2
26,0,0,1,0.0,1,0,1,0,3.0,1.0,0.0,0.5,0.0,0.0,0,1,1,3,20714782,2017,2
15,0,0,0,0.9999999999622486,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0,1,3,3,20730482,2017,0
28,0,0,1,0.0,1,0,1,0,0.5,1.0,0.0,0.0,0.0,0.0,0,15,0,3,20734219,2017,0
20,0,0,1,0.0,1,0,0,0,0.5,1.0,0.0,0.0,0.0,0.0,6,2,1,3,20821343,2017,0
38,0,0,1,0.0,1,0,1,0,3.5,1.0,0.0,0.0,0.0,0.0,10,3,0,3,20930055,2017,0
0,0,0,1,0.0,1,0,1,0,1.5,1.0,0.5,0.5,0.0,0.0,2,0,0,3,20980808,2017,0
8,0,0,1,0.0,0,1,1,0,1.5,1.0,0.0,0.0,0.0,0.0,0,1,0,3,21048654,2017,2
45,1,0,0,0.9999991684719722,0,0,0,1,0.0,1.0,0.0,0.5,0.0,0.0,1,1,8,3,21053467,2017,0
7,0,0,0,0.9999999999981204,0,0,1,0,3.0,1.0,0.0,0.0,0.0,0.0,1,3,0,3,21175598,2017,0
33,0,0,0,0.9999999992417439,0,0,0,1,0.0,1.0,0.0,0.5,0.0,0.0,0,4,2,3,21222006,2017,0
17,0,0,1,0.0,0,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,2,3,1,3,21242963,2017,0
24,0,0,0,0.9933071490757153,1,0,0,1,4.5,1.0,0.0,0.0,0.0,0.0,15,0,10,3,21278391,2017,2
0,0,0,1,0.0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,2,6,0,3,21281236,2017,0
14,0,0,1,0.0,1,0,1,0,0.0,1.0,0.0,0.5,0.0,0.0,0,3,0,3,21354736,2017,0
5,0,0,1,0.0,1,0,1,0,5.5,1.0,0.0,0.0,0.0,0.0,8,2,0,3,21383154,2017,0
0,0,0,1,0.0,1,0,1,0,0.5,1.0,0.0,0.0,0.0,0.0,8,4,0,3,21464312,2017,0
0,0,0,1,0.0,1,0,1,0,0.5,1.0,0.0,0.0,0.0,0.0,0,6,0,3,21468198,2017,0
8,0,0,1,0.0,0,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0,2,2,3,21492294,2017,0
8,0,0,0,0.8807970779778823,0,0,0,0,0.0,1.0,0.0,0.5,0.0,0.0,0,2,2,3,21519503,2017,0
2,1,0,1,0.0,1,0,1,0,2.5,1.0,0.0,0.0,0.0,0.0,0,5,1,3,21671232,2017,0
3,0,0,1,0.0,1,0,1,0,1.5,1.0,0.0,0.0,0.0,0.0,8,11,0,3,21727212,2017,0
6,0,0,0,0.9996646498695336,0,0,0,1,0.0,1.0,0.0,0.5,0.0,0.0,2,3,1,3,21732989,2017,0
10,0,0,1,0.0,1,0,1,0,0.0,1.0,0.0,2.5,0.0,0.0,0,1,0,3,21740827,2017,0
3,0,0,1,0.0,1,0,1,0,1.5,1.0,0.0,0.0,0.0,0.0,2,4,1,3,21750658,2017,0
25,0,0,1,0.0,1,0,1,0,1.5,1.0,0.0,0.5,0.0,0.0,4,17,0,3,21778190,2017,2
0,0,0,1,0.0,1,0,1,0,12.0,1.0,0.0,0.0,0.0,0.0,0,3,0,3,21788944,2017,0
7,0,0,1,0.0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,3,21819883,2017,0
21,0,0,0,1.0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,3,2,9,3,21943794,2017,0
2,0,0,1,0.0,1,0,1,0,4.0,1.0,0.0,0.0,0.0,0.0,2,1,0,3,22041820,2017,0
21,0,0,1,0.0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,3,2204839,2017,0
13,0,0,0,0.9999999999622486,0,0,1,0,2.5,1.0,0.0,0.0,0.0,0.0,3,3,0,3,22094004,2017,0
13,0,0,0,1.0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0,6,2,3,22120300,2017,0
0,0,0,1,0.0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0,2,0,3,22146979,2017,0
0,1,0,1,0.0,1,0,1,0,0.5,1.0,0.0,0.0,0.0,0.0,1,2,1,3,22212915,2017,0
0,0,0,1,0.0,1,0,1,0,4.0,1.0,0.0,0.5,0.0,0.0,0,4,0,3,22249794,2017,0
7,0,0,1,0.0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,2,0,0,3,22251249,2017,0
20,0,0,1,0.0,1,0,1,0,2.0,1.0,0.0,0.0,0.0,0.0,2,1,0,3,22355270,2017,0
12,2,0,0,1.0,0,0,0,0,0.0,1.0,0.0,1.5,0.0,0.0,1,0,3,3,22410835,2017,0
13,0,0,1,0.0,1,0,1,0,2.0,1.0,0.0,0.0,0.0,0.0,3,3,0,3,22426462,2017,2
5,0,0,1,0.0,1,0,0,0,0.0,1.0,0.0,0.5,0.0,0.0,0,3,3,3,22480978,2017,0
6,0,0,0,0.8807970779778823,0,0,0,1,0.0,1.0,0.0,0.5,0.0,0.0,0,1,0,3,22500202,2017,0
0,0,0,1,0.0,1,0,1,0,5.0,1.0,1.5,1.5,0.0,0.0,8,0,0,3,22500628,2017,0
21,1,0,0,1.0,0,0,0,1,3.0,1.0,0.0,0.0,0.0,0.0,0,5,6,3,22503123,2017,2
0,0,0,1,0.0,1,0,1,0,4.0,1.0,4.5,4.5,0.0,0.0,7,14,0,3,22505016,2017,0
3,0,0,1,0.0,1,0,1,0,1.0,1.0,0.0,0.0,0.0,0.0,4,4,2,3,22525268,2017,0
12,0,0,0,0.9999999999997455,0,0,0,0,0.0,1.0,0.0,0.5,0.0,0.0,0,5,4,3,22531537,2017,0
8,0,0,1,0.0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0,7,1,3,22563889,2017,0
17,1,0,1,0.0,1,0,1,0,1.5,1.0,0.0,0.0,0.0,0.0,1,8,0,3,22618028,2017,0
0,0,0,1,0.0,1,0,1,0,0.5,1.0,0.0,0.5,0.0,0.0,0,3,0,3,22677547,2017,0
0,0,0,1,0.0,0,0,1,0,2.5,1.0,0.0,0.0,0.0,0.0,0,4,0,3,22710553,2017,0
44,0,0,1,0.0,1,0,1,0,2.5,1.0,0.0,0.0,0.0,0.0,0,8,0,3,22711605,2017,2
23,0,0,1,0.0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1,4,1,3,22759739,2017,0
26,0,0,1,0.0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0,6,0,3,22839654,2017,0
