count_match_self,count_match_ancestor,count_match_descendant,age_missing_numeric,age_diff_numeric,age_missing_text,age_match_text,gender_missing,gender_diff,match_gene,has_variation,match_variation,match_total_variation,has_other_info,match_other_info,match_human,match_animal,match_not,topicid,docid,year,rel,bm25
0,0,0,1,0.0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,43,7,0,6,ASCO_169851-176,2017,0.0,23.753933
28,0,0,1,0.0,1,0,1,0,2.0,1.0,0.0,0.0,0.0,0.0,12,6,0,6,AACR_2016-1863,2017,0.0,23.741768
21,0,0,1,0.0,1,0,1,0,2.0,1.0,0.0,0.0,0.0,0.0,6,20,0,6,22535842,2017,0.0,23.71012
24,0,0,0,0.999999999986112,1,0,0,0,4.0,1.0,0.0,4.0,0.0,0.0,20,2,1,6,25048604,2017,0.0,23.71012
0,0,0,1,0.0,1,0,1,0,2.0,1.0,0.0,2.0,0.0,0.0,9,4,0,6,22144181,2017,0.0,23.6141
0,0,0,1,0.0,0,0,1,0,5.0,1.0,0.0,0.0,0.0,0.0,0,8,0,6,27335974,2017,0.0,23.6141
0,0,0,1,0.0,1,0,1,0,0.0,1.0,0.0,1.0,0.0,0.0,2,1,2,6,22898006,2017,0.0,23.6141
0,0,0,1,0.0,1,0,1,0,0.0,1.0,0.0,1.0,0.0,0.0,0,6,0,6,25340566,2017,0.0,23.598945999999998
0,0,0,1,0.0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,4,2,0,6,17636015,2017,0.0,23.598945999999998
52,0,0,1,0.0,1,0,1,0,5.0,1.0,0.0,2.0,0.0,0.0,22,12,0,6,14961576,2017,1.0,23.591972
19,0,0,1,0.0,1,0,1,0,1.0,1.0,0.0,1.0,0.0,0.0,10,7,1,6,23420410,2017,0.0,23.54364
12,0,0,1,0.0,1,0,1,0,1.0,1.0,0.0,1.0,0.0,0.0,8,1,0,6,23371260,2017,0.0,23.543367
20,0,0,1,0.0,1,0,1,0,1.0,1.0,0.0,0.0,0.0,0.0,20,10,0,6,16609049,2017,0.0,23.543367
18,0,0,1,0.0,1,0,1,0,1.0,1.0,0.0,0.0,0.0,0.0,1,5,0,6,27008969,2017,0.0,23.536189999999998
19,0,0,1,0.0,1,0,1,0,1.0,1.0,0.0,0.0,0.0,0.0,7,5,0,6,26918736,2017,0.0,23.536189999999998
14,0,0,1,0.0,1,0,1,0,1.0,1.0,0.0,0.0,0.0,0.0,9,1,1,6,24812408,2017,0.0,23.450682
0,0,0,1,0.0,1,0,1,0,0.0,1.0,0.0,11.0,0.0,0.0,2,8,0,6,21857161,2017,0.0,23.446638
0,0,0,1,0.0,1,0,1,0,6.0,1.0,0.0,2.0,0.0,0.0,22,5,0,6,25926041,2017,0.0,23.446638
0,0,0,1,0.0,1,0,1,0,6.0,1.0,0.0,0.0,0.0,0.0,29,0,0,6,17910045,2017,0.0,23.446638
0,2,0,1,0.0,0,0,0,0,6.0,1.0,0.0,1.0,0.0,0.0,5,2,3,6,25330907,2017,0.0,23.446638
0,0,0,1,0.0,1,0,1,0,6.0,1.0,0.0,0.0,0.0,0.0,15,4,0,6,26189770,2017,0.0,23.446638
0,0,0,1,0.0,1,0,1,0,6.0,1.0,0.0,0.0,0.0,0.0,23,6,0,6,24335104,2017,0.0,23.446638
0,0,0,1,0.0,1,0,1,0,6.0,1.0,0.0,0.0,0.0,0.0,0,2,0,6,21595878,2017,0.0,23.446638
24,0,0,1,0.0,1,0,1,0,2.0,1.0,0.0,0.0,0.0,0.0,6,7,0,6,16116595,2017,0.0,23.446623000000002
6,0,0,1,0.0,0,0,1,0,6.0,1.0,0.0,0.0,0.0,0.0,8,2,0,6,ASCO_165238-176,2017,0.0,23.438564000000003
0,0,0,1,0.0,1,0,1,0,2.0,1.0,0.0,1.0,0.0,0.0,8,8,0,6,27741509,2017,0.0,23.417370000000002
0,0,0,1,0.0,1,0,1,0,3.0,1.0,0.0,0.0,0.0,0.0,13,4,0,6,26103891,2017,0.0,23.417370000000002
29,0,0,1,0.0,0,1,1,0,2.0,1.0,0.0,1.0,0.0,0.0,7,7,0,6,20173664,2017,0.0,23.416704
0,0,0,1,0.0,1,0,1,0,4.0,1.0,0.0,0.0,0.0,0.0,11,3,0,6,15287955,2017,0.0,23.363588
13,0,0,1,0.0,1,0,1,0,1.0,1.0,0.0,0.0,0.0,0.0,6,6,2,6,18006687,2017,0.0,23.354511
10,0,0,1,0.0,1,0,1,0,1.0,1.0,0.0,0.0,0.0,0.0,2,6,0,6,27079618,2017,1.0,23.354511
0,0,0,1,0.0,1,0,1,0,12.0,1.0,5.0,5.0,0.0,0.0,15,6,0,6,27636997,2017,0.0,23.348186
0,0,0,1,0.0,1,0,1,0,8.0,1.0,0.0,2.0,0.0,0.0,34,5,0,6,23585181,2017,0.0,23.348186
0,0,0,1,0.0,1,0,0,1,0.0,1.0,0.0,2.0,0.0,0.0,30,2,1,6,17671710,2017,0.0,23.348186
0,0,0,1,0.0,1,0,1,0,8.0,1.0,0.0,0.0,0.0,0.0,26,18,0,6,ASCO_123000-143,2017,0.0,23.348186
5,0,0,1,0.0,1,0,1,0,2.0,1.0,0.0,1.0,0.0,0.0,4,14,0,6,22742762,2017,0.0,23.331604000000002
0,0,0,1,0.0,1,0,1,0,17.0,1.0,0.0,0.0,0.0,0.0,27,4,0,6,ASCO_115168-132,2017,0.0,23.302985999999997
10,1,0,1,0.0,1,0,1,0,1.0,1.0,0.0,2.0,0.0,0.0,10,0,0,6,23414474,2017,0.0,23.30295
13,0,0,1,0.0,1,0,1,0,2.0,1.0,0.0,0.0,0.0,0.0,4,2,0,6,23755070,2017,0.0,23.292992
10,0,0,1,0.0,1,0,1,0,2.0,1.0,0.0,3.0,0.0,0.0,11,7,0,6,22997239,2017,0.0,23.292992
20,0,0,1,0.0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,11,15,0,6,AACR_2014-5352,2017,0.0,23.292992
0,0,0,0,0.9999999943972036,1,0,0,0,5.0,1.0,0.0,1.0,0.0,0.0,26,2,2,6,24889043,2017,0.0,23.265678
0,0,0,1,0.0,1,0,1,0,5.0,1.0,0.0,0.0,0.0,0.0,7,6,1,6,25901794,2017,0.0,23.265678
30,0,0,1,0.0,1,0,1,0,2.0,1.0,0.0,0.0,0.0,0.0,8,19,0,6,ASCO_78644-102,2017,0.0,23.158007
24,0,0,1,0.0,1,0,1,0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,0,6,24158781,2017,0.0,23.113039
12,0,0,1,0.0,1,0,1,0,1.0,1.0,0.0,1.0,0.0,0.0,3,5,0,6,24980819,2017,0.0,23.10205
12,0,0,1,0.0,1,0,1,0,1.0,1.0,0.0,0.0,0.0,0.0,3,3,0,6,21956122,2017,0.0,23.10205
12,0,0,0,0.8807970779778823,0,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,6,2,0,6,27157227,2017,0.0,23.10205
12,0,0,1,0.0,1,0,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0,11,0,6,25674907,2017,0.0,23.10205
12,0,0,1,0.0,1,0,1,0,1.0,1.0,0.0,0.0,0.0,0.0,9,2,0,6,25056119,2017,0.0,23.10205
12,0,0,1,0.0,1,0,1,0,0.0,1.0,0.0,1.0,0.0,0.0,13,4,0,6,16367997,2017,0.0,23.10205
0,0,0,1,0.0,1,0,1,0,3.0,1.0,1.0,1.0,0.0,0.0,3,5,0,6,27155367,2017,0.0,23.036976
13,0,0,1,0.0,1,0,1,0,2.0,1.0,0.0,0.0,0.0,0.0,6,19,2,6,26909610,2017,0.0,23.032913
23,0,0,1,0.0,1,0,1,0,1.0,1.0,0.0,2.0,0.0,0.0,17,3,1,6,24077403,2017,0.0,23.00402
25,0,0,1,0.0,1,0,1,0,1.0,1.0,0.0,0.0,0.0,0.0,19,2,0,6,23825798,2017,0.0,22.988985
6,0,0,1,0.0,1,0,1,0,1.0,1.0,0.0,0.0,0.0,0.0,16,2,0,6,23992377,2017,0.0,22.979315
12,0,0,1,0.0,1,0,1,0,1.0,1.0,0.0,2.0,0.0,0.0,0,4,1,6,20160028,2017,0.0,22.979315
9,0,0,0,0.9975273768433653,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,2,3,0,6,27655122,2017,0.0,22.979315
9,0,0,1,0.0,1,0,1,0,1.0,1.0,0.0,1.0,0.0,0.0,9,1,0,6,27788045,2017,0.0,22.899313
8,0,0,1,0.0,1,0,1,0,1.0,1.0,0.0,2.0,0.0,0.0,5,8,0,6,22529031,2017,0.0,22.899313
17,0,0,0,1.0,1,0,1,0,1.0,1.0,0.0,0.0,0.0,0.0,23,2,0,6,25280020,2017,0.0,22.841282
8,3,0,1,0.0,1,0,1,0,1.0,1.0,0.0,0.0,0.0,0.0,3,2,0,6,21732775,2017,0.0,22.841282
0,0,0,1,0.0,1,0,1,0,7.0,1.0,0.0,0.0,0.0,0.0,6,7,0,6,26354928,2017,0.0,22.808220000000002
0,0,0,1,0.0,1,0,1,0,7.0,1.0,0.0,0.0,0.0,0.0,31,6,0,6,24859998,2017,0.0,22.808220000000002
0,0,0,1,0.0,1,0,1,0,7.0,1.0,0.0,0.0,0.0,0.0,27,9,0,6,24820091,2017,0.0,22.808220000000002
0,0,0,1,0.0,1,0,1,0,7.0,1.0,0.0,0.0,0.0,0.0,8,3,0,6,ASCO_193404-199,2017,0.0,22.808220000000002
18,0,0,1,0.0,1,0,1,0,1.0,1.0,0.0,0.0,0.0,0.0,10,8,0,6,AACR_2012-5056,2017,0.0,22.763222
8,0,0,1,0.0,1,0,1,0,1.0,1.0,0.0,1.0,0.0,0.0,4,7,1,6,22962325,2017,0.0,22.74481
18,0,0,1,0.0,1,0,1,0,3.0,1.0,0.0,1.0,0.0,0.0,12,10,0,6,AACR_2012-1914,2017,0.0,22.736444
25,1,0,0,0.9999999998973812,0,0,0,0,2.0,1.0,0.0,2.0,0.0,0.0,3,15,2,6,26448190,2017,0.0,22.72044
0,0,0,1,0.0,1,0,1,0,4.0,1.0,0.0,0.0,0.0,0.0,0,3,0,6,7789166,2017,0.0,22.685375
14,0,0,0,1.0,1,0,1,0,1.0,1.0,0.0,0.0,0.0,0.0,14,9,0,6,22350184,2017,0.0,22.674809
8,0,0,1,0.0,1,0,1,0,3.0,1.0,0.0,0.0,0.0,0.0,11,4,0,6,AACR_2012-1065,2017,0.0,22.6748
8,0,1,1,0.0,1,0,1,0,4.0,1.0,0.0,0.0,0.0,0.0,5,2,2,7,21866438,2017,0.0,41.699141999999995
16,0,0,1,0.0,1,0,1,0,16.0,1.0,0.0,0.0,0.0,0.0,3,4,0,7,24658031,2017,0.0,41.493896
16,0,0,1,0.0,1,0,1,0,16.0,1.0,0.0,0.0,0.0,0.0,3,5,0,7,AACR_2014-2763,2017,0.0,41.493896
4,0,0,1,0.0,1,0,1,0,7.0,1.0,0.0,0.0,0.0,0.0,6,4,0,7,18580100,2017,0.0,40.597057
12,0,0,1,0.0,1,0,1,0,6.0,1.0,0.0,1.0,0.0,0.0,0,5,0,7,20863476,2017,0.0,40.451958000000005
14,0,0,1,0.0,1,0,1,0,16.0,1.0,0.0,0.0,0.0,0.0,4,8,0,7,25539607,2017,0.0,40.252296
10,0,0,1,0.0,1,0,1,0,8.0,1.0,0.0,0.0,0.0,0.0,0,1,0,7,25640358,2017,0.0,40.20365
12,0,0,1,0.0,1,0,1,0,22.0,1.0,0.0,1.0,0.0,0.0,7,10,0,7,AACR_2015-2559,2017,0.0,40.152687
8,0,0,1,0.0,1,0,0,1,8.0,1.0,0.0,0.0,0.0,0.0,17,2,2,7,22975156,2017,0.0,39.4293
8,0,0,1,0.0,1,0,1,0,13.0,1.0,0.0,0.0,0.0,0.0,3,3,0,7,27102076,2017,0.0,39.373474
8,0,1,1,0.0,1,0,1,0,8.0,1.0,0.0,0.0,0.0,0.0,8,3,0,7,21165163,2017,1.0,39.359559999999995
8,0,0,1,0.0,1,0,0,1,14.0,1.0,0.0,0.0,0.0,0.0,16,3,2,7,16850125,2017,0.0,39.115025
8,0,0,1,0.0,1,0,0,1,6.0,1.0,0.0,0.0,0.0,0.0,11,0,2,7,15984511,2017,0.0,38.882754999999996
14,0,0,1,0.0,1,0,1,0,13.0,1.0,0.0,0.0,0.0,0.0,1,1,1,7,26273639,2017,0.0,38.691833
14,0,1,1,0.0,1,0,1,0,14.0,1.0,0.0,0.0,0.0,0.0,12,0,0,7,18541260,2017,1.0,38.65959
4,0,1,1,0.0,1,0,1,0,3.0,1.0,0.0,0.0,0.0,0.0,7,0,0,7,20040267,2017,0.0,38.63697
20,0,0,1,0.0,1,0,1,0,24.0,1.0,0.0,0.0,0.0,0.0,35,4,0,7,17409930,2017,1.0,38.336876000000004
6,0,0,1,0.0,1,0,1,0,11.0,1.0,0.0,2.0,0.0,0.0,15,2,0,7,21549910,2017,1.0,38.2173
16,0,0,0,1.0,1,0,1,0,8.0,1.0,0.0,0.0,0.0,0.0,0,4,3,7,19331130,2017,0.0,38.200996
14,0,1,1,0.0,1,0,1,0,9.0,1.0,0.0,1.0,0.0,0.0,0,4,1,7,22426479,2017,0.0,38.001625
24,0,0,1,0.0,1,0,0,1,10.0,1.0,0.0,1.0,0.0,0.0,11,0,7,7,25806302,2017,0.0,37.963768
10,0,0,1,0.0,1,0,1,0,9.0,1.0,0.0,3.0,0.0,0.0,10,4,0,7,26153235,2017,1.0,37.789845
8,0,0,1,0.0,1,0,1,0,7.0,1.0,0.0,0.0,0.0,0.0,3,0,0,7,19102716,2017,1.0,37.696692999999996
12,0,0,1,0.0,1,0,1,0,4.0,1.0,0.0,0.0,0.0,0.0,0,2,0,7,26823874,2017,0.0,37.615234
10,0,0,1,0.0,1,0,1,0,7.0,1.0,0.0,0.0,0.0,0.0,0,5,1,7,25232393,2017,0.0,37.549805
16,0,0,1,0.0,1,0,1,0,7.0,1.0,0.0,0.0,0.0,0.0,4,2,0,7,17922974,2017,0.0,37.520134000000006
12,0,1,1,0.0,1,0,1,0,15.0,1.0,0.0,0.0,0.0,0.0,22,3,0,7,23927883,2017,0.0,37.285378
18,0,0,1,0.0,1,0,1,0,10.0,1.0,0.0,0.0,0.0,0.0,2,2,0,7,17219440,2017,0.0,37.242874
22,0,0,1,0.0,1,0,1,0,13.0,1.0,0.0,2.0,0.0,0.0,9,7,0,7,24568474,2017,0.0,37.225143
10,0,0,1,0.0,1,0,1,0,8.0,1.0,0.0,7.0,0.0,0.0,9,5,0,7,19096299,2017,1.0,37.21693
8,0,0,1,0.0,1,0,1,0,12.0,1.0,0.0,0.0,0.0,0.0,0,3,0,7,22814257,2017,0.0,37.19594
10,0,1,1,0.0,1,0,1,0,9.0,1.0,0.0,1.0,0.0,0.0,5,7,0,7,22751098,2017,0.0,37.162903
18,0,0,1,0.0,1,0,1,0,24.0,1.0,0.0,0.0,0.0,0.0,6,2,1,7,AACR_2013-4458,2017,0.0,37.146328000000004
10,0,0,1,0.0,1,0,1,0,5.0,1.0,0.0,0.0,0.0,0.0,2,3,0,7,27462913,2017,0.0,37.12583
8,0,0,1,0.0,1,0,1,0,19.0,1.0,0.0,0.0,0.0,0.0,15,5,0,7,22588883,2017,0.0,36.86605
4,0,1,1,0.0,1,0,1,0,10.0,1.0,0.0,1.0,0.0,0.0,5,7,0,7,22189054,2017,0.0,36.833145
8,0,1,1,0.0,1,0,1,0,11.0,1.0,0.0,1.0,0.0,0.0,1,5,3,7,21478906,2017,0.0,36.74501
14,0,0,1,0.0,1,0,1,0,10.0,1.0,0.0,0.0,0.0,0.0,1,3,0,7,22352917,2017,0.0,36.702057
10,0,0,1,0.0,1,0,0,1,7.0,1.0,0.0,0.0,0.0,0.0,13,2,3,7,21623266,2017,0.0,36.593376
14,0,0,1,0.0,1,0,1,0,13.0,1.0,0.0,1.0,0.0,0.0,7,1,9,7,21831955,2017,1.0,36.55002
8,0,0,1,0.0,1,0,1,0,9.0,1.0,1.0,4.0,0.0,0.0,5,4,0,7,26744526,2017,0.0,36.525032
8,0,0,1,0.0,1,0,1,0,14.0,1.0,0.0,4.0,0.0,0.0,7,6,0,7,26036643,2017,0.0,36.49326
8,0,2,1,0.0,1,0,1,0,9.0,1.0,0.0,0.0,0.0,0.0,11,3,0,7,AACR_2013-4468,2017,0.0,36.481320000000004
14,0,1,1,0.0,1,0,1,0,13.0,1.0,0.0,0.0,0.0,0.0,1,7,2,7,AACR_2017-1343,2017,0.0,36.45787
12,0,0,0,1.0,1,0,1,0,11.0,1.0,5.0,6.0,0.0,0.0,9,6,1,7,AACR_2013-1054,2017,0.0,36.423225
14,0,0,1,0.0,1,0,1,0,11.0,1.0,0.0,0.0,0.0,0.0,3,10,0,7,22789825,2017,0.0,36.39577
14,0,0,1,0.0,1,0,1,0,13.0,1.0,0.0,1.0,0.0,0.0,9,6,0,7,AACR_2015-2430,2017,0.0,36.394646
8,0,0,1,0.0,1,0,1,0,6.0,1.0,0.0,2.0,0.0,0.0,14,2,0,7,18596266,2017,0.0,36.3721
10,0,2,1,0.0,1,0,1,0,7.0,1.0,0.0,0.0,0.0,0.0,3,0,0,7,24964874,2017,0.0,36.350196999999994
8,0,0,1,0.0,1,0,1,0,7.0,1.0,0.0,0.0,0.0,0.0,22,3,0,7,24924582,2017,0.0,36.324303
6,0,1,1,0.0,1,0,1,0,13.0,1.0,0.0,1.0,0.0,0.0,3,6,0,7,19351834,2017,0.0,36.297653000000004
8,0,0,1,0.0,1,0,1,0,8.0,1.0,0.0,7.0,0.0,0.0,7,2,1,7,17510392,2017,0.0,36.292217
8,0,0,1,0.0,1,0,1,0,12.0,1.0,0.0,0.0,0.0,0.0,3,9,0,7,26716903,2017,0.0,36.252583
2,0,0,1,0.0,1,0,1,0,8.0,1.0,0.0,0.0,0.0,0.0,9,0,0,7,20887192,2017,0.0,36.221188
6,0,0,1,0.0,1,0,1,0,10.0,1.0,0.0,0.0,0.0,0.0,6,3,0,7,21463141,2017,0.0,36.206245
10,0,1,1,0.0,1,0,1,0,13.0,1.0,0.0,0.0,0.0,0.0,8,1,2,7,18726117,2017,0.0,36.15129
4,0,0,1,0.0,1,0,1,0,10.0,1.0,0.0,1.0,0.0,0.0,13,13,0,7,24255704,2017,0.0,36.139496
14,0,0,1,0.0,1,0,1,0,6.0,1.0,0.0,0.0,0.0,0.0,0,1,0,7,AACR_2015-5064,2017,0.0,36.12965
10,0,0,1,0.0,1,0,1,0,15.0,1.0,0.0,8.0,0.0,0.0,18,6,0,7,25923549,2017,0.0,36.1062
14,0,0,1,0.0,1,0,1,0,21.0,1.0,1.0,6.0,0.0,0.0,2,10,1,7,AACR_2013-2438,2017,0.0,36.05468
12,0,0,0,1.0,1,0,1,0,9.0,1.0,0.0,7.0,0.0,0.0,19,4,0,7,22588155,2017,0.0,36.01807
8,0,0,1,0.0,1,0,1,0,13.0,1.0,1.0,4.0,0.0,0.0,13,8,0,7,20207772,2017,0.0,36.00067
6,0,2,1,0.0,1,0,1,0,6.0,1.0,0.0,0.0,0.0,0.0,11,0,0,7,23244184,2017,0.0,35.98205
4,0,0,1,0.0,1,0,0,1,7.0,1.0,0.0,0.0,0.0,0.0,10,0,1,7,16869779,2017,0.0,35.886086
2,0,1,1,0.0,1,0,1,0,15.0,1.0,0.0,0.0,0.0,0.0,6,3,0,7,25388165,2017,0.0,35.857304
10,0,1,1,0.0,1,0,1,0,15.0,1.0,0.0,4.0,0.0,0.0,17,11,1,7,26893752,2017,0.0,35.857304
4,0,0,1,0.0,1,0,1,0,8.0,1.0,1.0,2.0,0.0,0.0,8,2,1,7,22594511,2017,0.0,35.854164000000004
4,0,1,0,0.8807970779778823,0,0,0,1,2.0,1.0,0.0,0.0,0.0,0.0,3,2,2,7,25047674,2017,0.0,35.788047999999996
10,0,1,1,0.0,1,0,1,0,5.0,1.0,0.0,0.0,0.0,0.0,14,6,0,7,21859543,2017,0.0,35.757957
6,0,1,1,0.0,1,0,1,0,9.0,1.0,0.0,1.0,0.0,0.0,8,7,0,7,27843613,2017,0.0,35.750988
10,0,0,1,0.0,1,0,1,0,15.0,1.0,0.0,0.0,0.0,0.0,17,12,0,7,25719557,2017,0.0,35.718790000000006
4,0,0,1,0.0,1,0,1,0,7.0,1.0,0.0,0.0,0.0,0.0,4,1,0,7,27030679,2017,0.0,35.6203
18,0,0,1,0.0,1,0,0,1,10.0,1.0,1.0,1.0,0.0,0.0,30,2,3,7,16003726,2017,1.0,35.616436
8,1,0,1,0.0,1,0,1,0,13.0,1.0,1.0,2.0,0.0,0.0,0,9,1,7,25982276,2017,0.0,35.586163
10,0,0,1,0.0,1,0,1,0,13.0,1.0,0.0,0.0,0.0,0.0,4,8,5,7,24828661,2017,0.0,35.586163
10,0,0,1,0.0,1,0,1,0,11.0,1.0,0.0,0.0,0.0,0.0,17,3,0,7,ASCO_96102-114,2017,0.0,35.555465999999996
6,0,0,1,0.0,1,0,1,0,13.0,1.0,2.0,6.0,0.0,0.0,8,23,0,7,AACR_2014-1690,2017,0.0,35.532379999999996
6,0,1,1,0.0,1,0,1,0,5.0,1.0,0.0,0.0,0.0,0.0,9,0,0,7,15118125,2017,0.0,35.527122
4,0,0,1,0.0,1,0,1,0,14.0,1.0,0.0,1.0,0.0,0.0,8,7,0,7,25806150,2017,0.0,35.52388
16,0,0,1,0.0,1,0,1,0,6.0,1.0,0.0,0.0,0.0,0.0,1,1,1,7,24495289,2017,0.0,35.496952
20,0,0,0,0.9975273768433653,1,0,0,1,9.0,1.0,0.0,0.0,0.0,0.0,22,10,1,7,23273562,2017,0.0,35.46646
24,0,0,1,0.0,1,0,1,0,8.0,1.0,0.0,0.0,0.0,0.0,5,3,0,7,25384174,2017,0.0,35.449397999999995
10,0,0,1,0.0,1,0,1,0,16.0,1.0,0.0,0.0,0.0,0.0,6,9,0,7,26247735,2017,0.0,35.438362
6,0,0,1,0.0,1,0,0,0,14.0,1.0,2.0,4.0,0.0,0.0,12,16,3,7,AACR_2013-5260,2017,0.0,35.42628
4,0,1,1,0.0,1,0,1,0,4.0,1.0,0.0,0.0,0.0,0.0,1,0,0,7,22117213,2017,0.0,35.425625
8,0,0,1,0.0,1,0,1,0,12.0,1.0,0.0,0.0,0.0,0.0,7,6,0,7,25343452,2017,0.0,35.378124
8,0,1,1,0.0,1,0,1,0,11.0,1.0,0.0,0.0,0.0,0.0,8,3,0,7,25992771,2017,0.0,35.37027
2,0,1,1,0.0,1,0,1,0,6.0,1.0,0.0,0.0,0.0,0.0,6,2,0,7,18712184,2017,0.0,35.345890000000004
6,0,1,1,0.0,1,0,1,0,17.0,1.0,0.0,0.0,0.0,0.0,11,6,0,7,25704955,2017,1.0,35.336945
6,0,0,1,0.0,0,0,0,1,4.0,1.0,0.0,0.0,0.0,0.0,4,5,2,7,25055129,2017,0.0,35.317352
4,0,1,1,0.0,1,0,1,0,7.0,1.0,0.0,1.0,0.0,0.0,5,4,0,7,19381026,2017,1.0,35.30695
6,0,0,1,0.0,1,0,1,0,6.0,1.0,0.0,0.0,0.0,0.0,7,2,0,7,15728811,2017,0.0,35.290603999999995
8,0,1,1,0.0,1,0,1,0,5.0,1.0,0.0,0.0,0.0,0.0,0,3,0,7,25311788,2017,0.0,35.242565
4,0,0,1,0.0,1,0,1,0,4.0,1.0,0.0,1.0,0.0,0.0,6,1,0,7,26169963,2017,0.0,35.230934000000005
4,0,0,1,0.0,1,0,1,0,4.0,1.0,0.0,0.0,0.0,0.0,4,2,0,7,26910730,2017,0.0,35.183167
12,0,0,1,0.0,1,0,1,0,9.0,1.0,0.0,0.0,0.0,0.0,2,5,0,7,23533466,2017,0.0,35.176582
12,0,0,1,0.0,1,0,1,0,10.0,1.0,1.0,2.0,0.0,0.0,18,5,2,7,AACR_2016-3647,2017,0.0,35.14145
8,0,0,1,0.0,1,0,1,0,17.0,1.0,0.0,1.0,0.0,0.0,5,5,1,7,ASCO_114412-132,2017,0.0,35.122704
6,0,0,1,0.0,1,0,1,0,9.0,1.0,0.0,0.0,0.0,0.0,5,0,0,7,18304967,2017,0.0,35.1149
8,0,0,1,0.0,1,0,1,0,16.0,1.0,3.0,8.0,0.0,0.0,5,26,0,7,AACR_2013-933,2017,0.0,35.100716
6,0,0,0,0.9999999979388463,0,0,0,1,6.0,1.0,1.0,2.0,0.0,0.0,6,0,0,7,18355544,2017,0.0,35.03962
6,0,0,1,0.0,1,0,1,0,8.0,1.0,0.0,1.0,0.0,0.0,6,1,0,7,24535670,2017,0.0,35.028335999999996
10,0,0,1,0.0,1,0,1,0,10.0,1.0,0.0,14.0,0.0,0.0,9,6,0,7,25450875,2017,0.0,34.976475
6,0,0,1,0.0,1,0,1,0,16.0,1.0,0.0,0.0,0.0,0.0,16,4,0,7,ASCO_34382-65,2017,0.0,34.934647
6,0,0,1,0.0,1,0,1,0,12.0,1.0,0.0,0.0,0.0,0.0,18,2,0,7,23620765,2017,0.0,34.933495
6,0,2,1,0.0,1,0,1,0,10.0,1.0,0.0,1.0,0.0,0.0,14,6,0,7,18760859,2017,2.0,34.917159999999996
6,0,0,1,0.0,1,0,0,0,21.0,1.0,0.0,0.0,0.0,0.0,15,1,1,7,17203167,2017,0.0,34.917159999999996
16,0,0,1,0.0,1,0,1,0,18.0,1.0,0.0,5.0,0.0,0.0,10,5,0,7,23045273,2017,0.0,34.896675
8,0,0,1,0.0,1,0,1,0,13.0,1.0,0.0,2.0,0.0,0.0,1,4,0,7,17643093,2017,0.0,34.86808
18,1,1,1,0.0,1,0,1,0,15.0,1.0,0.0,0.0,0.0,0.0,5,8,2,7,AACR_2017-5517,2017,0.0,34.840393
16,0,0,1,0.0,1,0,1,0,7.0,1.0,0.0,0.0,0.0,0.0,22,7,0,7,27337801,2017,0.0,34.826294
16,0,0,1,0.0,1,0,1,0,17.0,1.0,0.0,4.0,0.0,0.0,8,3,0,7,AACR_2014-2762,2017,0.0,34.819324
6,0,2,0,0.9999999999999065,1,0,0,1,11.0,1.0,0.0,0.0,0.0,0.0,13,1,3,7,20939760,2017,0.0,34.778446
4,0,0,1,0.0,1,0,1,0,12.0,1.0,0.0,0.0,0.0,0.0,4,0,0,7,27666552,2017,0.0,34.729366
4,0,2,1,0.0,1,0,1,0,9.0,1.0,0.0,1.0,0.0,0.0,10,5,1,7,24086949,2017,1.0,34.72912
6,0,0,1,0.0,1,0,0,1,9.0,1.0,0.0,0.0,0.0,0.0,11,0,2,7,16270096,2017,0.0,34.72912
8,0,2,0,0.9820137900379085,0,0,0,1,9.0,1.0,0.0,0.0,0.0,0.0,21,5,7,7,ASCO_116096-132,2017,0.0,34.714
12,0,0,1,0.0,1,0,1,0,13.0,1.0,0.0,0.0,0.0,0.0,4,2,0,7,21430781,2017,0.0,34.69679
4,0,2,1,0.0,1,0,1,0,9.0,1.0,0.0,0.0,0.0,0.0,4,3,0,7,26567882,2017,0.0,34.691624
6,0,0,1,0.0,1,0,1,0,19.0,1.0,2.0,4.0,0.0,0.0,12,4,0,7,25057940,2017,0.0,34.68565
6,0,0,1,0.0,1,0,1,0,4.0,1.0,0.0,0.0,0.0,0.0,6,2,0,7,26420338,2017,0.0,34.669785
8,0,1,0,0.7310585786300049,0,0,0,1,5.0,1.0,0.0,0.0,0.0,0.0,2,1,0,7,26483340,2017,0.0,34.6684
12,0,0,1,0.0,1,0,1,0,6.0,1.0,0.0,0.0,0.0,0.0,22,3,1,7,20108024,2017,0.0,34.66185
6,0,2,1,0.0,1,0,1,0,12.0,1.0,0.0,2.0,0.0,0.0,14,3,0,7,17974985,2017,1.0,34.66088
4,0,0,1,0.0,1,0,1,0,7.0,1.0,0.0,0.0,0.0,0.0,2,2,0,7,22994149,2017,0.0,34.606773
